participant,age,female,condition,target1,target2,target3,target4,target5
02_RB,30,0,vertical,0=imp,1=imp,4=imp,6=imp,9=nimp
02_RB,30,0,vertical,0=imp,1=imp,3=imp,4=imp,9=nimp
02_RB,30,0,horizontal,0=imp,2=imp,3=imp,5=nimp,7=imp
02_RB,30,0,horizontal,3=imp,4=nimp,5=nimp,6=imp,8=nimp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,4=imp,8=imp
02_RB,30,0,vertical,0=imp,1=imp,2=imp,3=imp,6=nimp
02_RB,30,0,horizontal,1=imp,2=imp,5=imp,6=nimp,7=nimp
02_RB,30,0,vertical,0=imp,1=imp,3=imp,8=nimp,9=imp
02_RB,30,0,vertical,0=imp,1=imp,3=imp,8=imp,9=nimp
02_RB,30,0,vertical,0=imp,1=nimp,3=imp,4=imp,9=imp
02_RB,30,0,horizontal,0=imp,1=imp,4=imp,6=imp,7=nimp
02_RB,30,0,vertical,0=imp,2=imp,3=imp,4=nimp,8=nimp
02_RB,30,0,vertical,0=imp,2=imp,4=imp,5=nimp,9=imp
02_RB,30,0,horizontal,1=nimp,2=imp,3=imp,8=nimp,9=imp
02_RB,30,0,vertical,0=imp,1=nimp,3=imp,6=imp,9=imp
02_RB,30,0,horizontal,1=imp,2=imp,3=imp,5=imp,8=nimp
02_RB,30,0,vertical,0=imp,2=imp,3=imp,8=imp,9=imp
02_RB,30,0,horizontal,0=imp,3=imp,4=imp,6=imp,7=nimp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,6=imp,8=imp
02_RB,30,0,vertical,0=imp,1=imp,4=nimp,6=imp,7=imp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,4=imp,8=imp
02_RB,30,0,horizontal,0=imp,2=imp,3=imp,5=imp,9=nimp
02_RB,30,0,horizontal,1=imp,3=nimp,4=nimp,6=imp,7=nimp
02_RB,30,0,vertical,0=imp,2=imp,5=nimp,7=imp,8=imp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
02_RB,30,0,vertical,0=imp,1=imp,2=imp,3=imp,4=nimp
02_RB,30,0,vertical,0=imp,1=imp,2=imp,4=imp,6=nimp
02_RB,30,0,vertical,0=imp,1=imp,4=imp,5=imp,7=nimp
02_RB,30,0,horizontal,1=imp,2=imp,3=imp,5=nimp,6=imp
02_RB,30,0,horizontal,0=imp,1=imp,5=imp,6=imp,9=imp
02_RB,30,0,vertical,0=imp,1=imp,3=imp,6=nimp,9=nimp
02_RB,30,0,horizontal,0=imp,1=imp,3=imp,4=imp,6=imp
02_RB,30,0,vertical,0=imp,1=imp,5=imp,6=imp,9=imp
02_RB,30,0,horizontal,0=imp,2=imp,3=imp,4=imp,7=imp
02_RB,30,0,vertical,0=imp,1=imp,2=imp,4=imp,7=imp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,4=imp,8=imp
02_RB,30,0,horizontal,1=imp,2=imp,3=imp,7=imp,8=nimp
02_RB,30,0,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
02_RB,30,0,vertical,1=imp,2=imp,3=nimp,5=imp,9=imp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,5=nimp,9=imp
02_RB,30,0,horizontal,1=nimp,2=imp,3=imp,5=imp,7=imp
02_RB,30,0,vertical,0=imp,2=imp,7=imp,8=imp,9=imp
02_RB,30,0,vertical,0=imp,1=imp,6=imp,7=imp,9=imp
02_RB,30,0,vertical,0=imp,2=imp,3=imp,5=imp,6=nimp
02_RB,30,0,vertical,0=imp,1=imp,3=imp,4=imp,9=imp
02_RB,30,0,horizontal,0=imp,2=imp,6=imp,7=imp,8=nimp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,4=imp,6=imp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
02_RB,30,0,vertical,0=imp,2=imp,3=imp,4=imp,6=imp
02_RB,30,0,vertical,0=imp,1=imp,3=imp,5=imp,7=nimp
02_RB,30,0,horizontal,0=imp,1=imp,4=imp,5=imp,6=imp
02_RB,30,0,vertical,1=imp,2=imp,3=imp,6=nimp,8=imp
02_RB,30,0,horizontal,0=imp,1=imp,3=imp,4=imp,6=nimp
02_RB,30,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
02_RB,30,0,horizontal,1=imp,2=imp,3=imp,4=nimp,6=nimp
02_RB,30,0,vertical,0=imp,1=imp,2=imp,3=imp,5=imp
02_RB,30,0,vertical,0=imp,1=imp,2=imp,3=nimp,6=imp
02_RB,30,0,horizontal,0=imp,2=imp,5=imp,6=nimp,8=imp
02_RB,30,0,horizontal,0=imp,3=imp,4=imp,5=nimp,7=imp
02_RB,30,0,vertical,0=imp,1=imp,2=imp,5=nimp,7=imp
03_WB,28,0,horizontal,1=imp,2=imp,3=imp,4=nimp,7=imp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,6=imp
03_WB,28,0,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
03_WB,28,0,horizontal,3=nimp,4=imp,6=imp,8=nimp,9=nimp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,5=imp,9=imp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
03_WB,28,0,vertical,1=imp,2=imp,4=imp,6=nimp,8=imp
03_WB,28,0,vertical,0=imp,1=imp,3=imp,4=imp,6=imp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,6=nimp
03_WB,28,0,vertical,0=imp,2=imp,3=imp,4=nimp,8=nimp
03_WB,28,0,horizontal,0=imp,2=imp,3=imp,6=imp,8=imp
03_WB,28,0,vertical,0=imp,2=imp,4=imp,6=imp,9=nimp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,6=nimp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,3=imp,8=imp
03_WB,28,0,vertical,0=imp,1=imp,4=imp,5=nimp,9=imp
03_WB,28,0,horizontal,0=imp,2=imp,4=imp,5=nimp,6=imp
03_WB,28,0,vertical,2=imp,5=imp,6=nimp,8=nimp,9=nimp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
03_WB,28,0,horizontal,1=imp,2=imp,4=imp,5=imp,6=nimp
03_WB,28,0,horizontal,0=imp,1=imp,5=imp,8=imp,9=nimp
03_WB,28,0,vertical,1=imp,2=imp,3=imp,4=nimp,9=imp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
03_WB,28,0,horizontal,2=imp,3=imp,6=imp,8=imp,9=nimp
03_WB,28,0,vertical,1=imp,2=imp,3=imp,5=imp,8=nimp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,9=imp
03_WB,28,0,horizontal,0=imp,3=imp,4=imp,6=nimp,8=imp
03_WB,28,0,vertical,0=imp,2=imp,3=imp,6=imp,9=nimp
03_WB,28,0,horizontal,0=imp,1=imp,3=imp,4=imp,7=imp
03_WB,28,0,horizontal,0=imp,2=imp,5=imp,8=nimp,9=nimp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
03_WB,28,0,horizontal,1=imp,2=imp,6=nimp,8=imp,9=imp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,8=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,5=imp,7=imp
03_WB,28,0,horizontal,1=imp,3=nimp,4=nimp,5=imp,8=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,3=imp,9=nimp
03_WB,28,0,horizontal,0=imp,3=imp,4=imp,5=imp,6=nimp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
03_WB,28,0,vertical,0=imp,1=imp,6=nimp,8=imp,9=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,3=imp,4=nimp
03_WB,28,0,vertical,0=imp,2=imp,3=imp,4=imp,8=imp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,3=imp,7=imp
03_WB,28,0,horizontal,0=imp,3=nimp,4=imp,5=nimp,6=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,6=imp,9=imp
03_WB,28,0,vertical,0=imp,1=imp,7=imp,8=imp,9=nimp
03_WB,28,0,vertical,1=imp,2=nimp,4=imp,7=imp,9=imp
03_WB,28,0,horizontal,0=imp,2=imp,3=imp,4=nimp,5=imp
03_WB,28,0,horizontal,0=imp,1=imp,3=imp,7=imp,8=nimp
03_WB,28,0,horizontal,1=nimp,4=nimp,5=imp,6=nimp,7=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
03_WB,28,0,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
03_WB,28,0,horizontal,0=imp,1=imp,3=imp,4=imp,8=imp
03_WB,28,0,vertical,0=imp,2=nimp,3=imp,5=imp,8=nimp
03_WB,28,0,vertical,0=imp,2=imp,4=imp,5=imp,9=imp
03_WB,28,0,horizontal,0=imp,2=imp,3=imp,6=imp,9=imp
03_WB,28,0,horizontal,0=imp,1=imp,2=imp,5=imp,7=imp
04_SP,28,0,horizontal,0=imp,2=imp,5=imp,8=imp,9=imp
04_SP,28,0,vertical,0=imp,1=imp,4=nimp,8=imp,9=imp
04_SP,28,0,horizontal,0=imp,1=imp,3=imp,5=imp,8=imp
04_SP,28,0,horizontal,0=imp,2=imp,3=imp,5=imp,6=imp
04_SP,28,0,horizontal,0=imp,2=imp,4=imp,6=imp,8=imp
04_SP,28,0,horizontal,1=imp,3=imp,4=imp,7=nimp,8=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,3=imp,9=nimp
04_SP,28,0,vertical,0=imp,3=imp,4=imp,5=nimp,6=nimp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
04_SP,28,0,horizontal,0=imp,2=imp,3=imp,5=imp,9=imp
04_SP,28,0,horizontal,0=imp,2=imp,3=imp,7=imp,9=nimp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
04_SP,28,0,vertical,0=imp,2=imp,3=imp,6=imp,8=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,5=imp,7=nimp
04_SP,28,0,vertical,0=imp,2=imp,4=nimp,5=imp,6=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
04_SP,28,0,vertical,0=imp,1=imp,5=nimp,7=imp,8=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,5=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
04_SP,28,0,vertical,0=imp,1=imp,3=nimp,4=imp,6=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,5=imp,6=imp
04_SP,28,0,horizontal,0=imp,1=imp,5=imp,6=imp,8=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
04_SP,28,0,vertical,0=imp,2=imp,3=imp,5=imp,6=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,3=nimp,4=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,8=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,5=imp,7=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,6=imp,7=imp
04_SP,28,0,horizontal,0=imp,2=imp,4=imp,6=imp,8=imp
04_SP,28,0,horizontal,0=imp,3=imp,5=imp,7=imp,8=nimp
04_SP,28,0,horizontal,0=imp,1=imp,4=imp,5=imp,6=imp
04_SP,28,0,horizontal,1=imp,2=nimp,3=imp,5=imp,6=imp
04_SP,28,0,vertical,0=imp,1=imp,3=imp,4=imp,9=nimp
04_SP,28,0,vertical,1=imp,2=nimp,4=imp,5=imp,9=nimp
04_SP,28,0,vertical,0=imp,2=imp,3=imp,4=imp,7=imp
04_SP,28,0,horizontal,0=imp,2=imp,3=imp,5=nimp,9=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
04_SP,28,0,vertical,1=imp,3=imp,6=imp,7=nimp,8=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
04_SP,28,0,vertical,0=imp,1=imp,3=imp,4=imp,7=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,5=imp,6=nimp
04_SP,28,0,horizontal,1=imp,3=imp,4=imp,5=nimp,9=nimp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,6=imp,8=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,4=imp,8=imp
04_SP,28,0,vertical,0=imp,2=imp,3=imp,4=imp,7=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,5=imp,7=imp
04_SP,28,0,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,6=imp,9=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
04_SP,28,0,vertical,0=imp,1=imp,2=imp,4=imp,7=imp
04_SP,28,0,horizontal,0=imp,1=imp,4=nimp,5=imp,8=imp
04_SP,28,0,horizontal,0=imp,1=imp,3=imp,6=imp,9=imp
04_SP,28,0,vertical,1=imp,5=imp,6=imp,8=nimp,9=nimp
04_SP,28,0,horizontal,0=imp,2=imp,3=imp,4=imp,5=imp
04_SP,28,0,horizontal,0=imp,1=imp,2=imp,3=imp,9=imp
04_SP,28,0,vertical,0=imp,1=imp,3=imp,5=imp,8=nimp
04_SP,28,0,vertical,0=imp,1=imp,3=imp,4=imp,9=imp
05_AJ,24,1,horizontal,0=imp,2=imp,3=imp,7=nimp,9=imp
05_AJ,24,1,vertical,0=imp,1=imp,2=imp,3=imp,5=nimp
05_AJ,24,1,vertical,1=imp,2=imp,3=imp,4=nimp,8=nimp
05_AJ,24,1,vertical,0=imp,2=imp,6=nimp,7=nimp,9=imp
05_AJ,24,1,vertical,0=imp,1=imp,2=imp,6=nimp,9=imp
05_AJ,24,1,horizontal,0=imp,2=imp,3=nimp,5=imp,6=imp
05_AJ,24,1,vertical,0=imp,2=imp,4=imp,5=nimp,7=imp
05_AJ,24,1,horizontal,0=imp,4=nimp,6=nimp,7=nimp,8=imp
05_AJ,24,1,vertical,0=imp,3=imp,5=nimp,6=imp,8=imp
05_AJ,24,1,vertical,0=imp,1=nimp,6=imp,7=imp,9=nimp
05_AJ,24,1,horizontal,1=imp,3=imp,4=imp,5=nimp,7=nimp
05_AJ,24,1,horizontal,2=imp,4=imp,6=nimp,7=nimp,9=nimp
05_AJ,24,1,vertical,0=imp,1=imp,2=imp,5=imp,6=imp
05_AJ,24,1,horizontal,3=nimp,4=nimp,5=imp,6=imp,8=nimp
05_AJ,24,1,horizontal,0=imp,1=imp,4=imp,5=imp,7=imp
05_AJ,24,1,vertical,2=nimp,4=nimp,5=imp,6=imp,8=imp
05_AJ,24,1,vertical,0=imp,4=imp,7=imp,8=nimp,9=imp
05_AJ,24,1,vertical,2=imp,3=nimp,4=nimp,6=imp,9=nimp
05_AJ,24,1,vertical,0=imp,1=imp,2=imp,3=nimp,8=nimp
05_AJ,24,1,vertical,0=imp,1=imp,2=imp,3=nimp,4=imp
05_AJ,24,1,horizontal,1=imp,3=nimp,4=nimp,5=imp,9=nimp
05_AJ,24,1,horizontal,0=imp,1=imp,2=imp,4=imp,8=imp
05_AJ,24,1,horizontal,1=imp,2=imp,4=nimp,6=nimp,9=imp
05_AJ,24,1,vertical,0=imp,1=imp,3=imp,8=nimp,9=imp
05_AJ,24,1,horizontal,0=imp,2=imp,3=imp,4=imp,5=imp
05_AJ,24,1,vertical,1=imp,2=nimp,4=imp,5=nimp,8=imp
05_AJ,24,1,horizontal,0=imp,2=imp,4=nimp,5=nimp,6=nimp
05_AJ,24,1,horizontal,1=imp,2=imp,7=imp,8=nimp,9=nimp
05_AJ,24,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
05_AJ,24,1,horizontal,0=imp,1=imp,2=imp,3=nimp,6=nimp
05_AJ,24,1,horizontal,0=imp,3=imp,6=nimp,8=nimp,9=imp
05_AJ,24,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
05_AJ,24,1,horizontal,0=imp,2=imp,3=imp,4=nimp,7=nimp
05_AJ,24,1,vertical,0=imp,2=imp,3=imp,5=nimp,9=imp
05_AJ,24,1,vertical,0=imp,1=imp,2=nimp,7=imp,9=imp
05_AJ,24,1,vertical,2=imp,3=imp,4=imp,5=nimp,6=nimp
05_AJ,24,1,vertical,3=imp,4=nimp,5=nimp,6=imp,7=nimp
05_AJ,24,1,horizontal,0=imp,2=nimp,4=nimp,5=imp,9=imp
05_AJ,24,1,vertical,0=imp,2=nimp,3=imp,6=imp,7=nimp
05_AJ,24,1,horizontal,1=imp,2=imp,7=nimp,8=nimp,9=nimp
05_AJ,24,1,horizontal,3=imp,4=imp,5=nimp,7=nimp,9=imp
05_AJ,24,1,horizontal,1=imp,2=nimp,3=imp,4=imp,9=nimp
05_AJ,24,1,horizontal,0=imp,1=imp,3=imp,8=nimp,9=imp
05_AJ,24,1,vertical,1=imp,3=nimp,5=imp,6=nimp,7=nimp
05_AJ,24,1,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
05_AJ,24,1,vertical,0=imp,2=imp,4=imp,6=nimp,8=nimp
05_AJ,24,1,horizontal,2=imp,3=imp,4=nimp,7=imp,8=nimp
05_AJ,24,1,horizontal,1=imp,2=imp,4=imp,5=imp,6=nimp
05_AJ,24,1,vertical,2=imp,3=nimp,4=imp,6=imp,9=nimp
05_AJ,24,1,horizontal,0=imp,3=imp,5=imp,6=nimp,9=nimp
05_AJ,24,1,vertical,0=imp,3=imp,5=imp,7=imp,9=nimp
05_AJ,24,1,horizontal,1=nimp,3=imp,4=imp,5=nimp,7=imp
05_AJ,24,1,vertical,0=imp,2=imp,4=nimp,8=imp,9=nimp
05_AJ,24,1,vertical,0=imp,1=imp,5=imp,6=nimp,7=imp
05_AJ,24,1,vertical,0=imp,1=imp,2=nimp,3=imp,8=nimp
05_AJ,24,1,vertical,0=imp,2=imp,4=nimp,8=imp,9=nimp
05_AJ,24,1,vertical,0=imp,1=imp,2=imp,4=imp,7=nimp
05_AJ,24,1,horizontal,1=imp,5=nimp,6=nimp,8=nimp,9=nimp
05_AJ,24,1,horizontal,0=imp,3=imp,4=nimp,5=imp,6=nimp
05_AJ,24,1,horizontal,2=imp,3=imp,4=nimp,7=imp,9=nimp
06_OS,18,1,vertical,0=imp,3=imp,4=imp,6=nimp,7=nimp
06_OS,18,1,horizontal,0=imp,1=imp,4=imp,6=imp,8=imp
06_OS,18,1,vertical,0=imp,1=imp,4=nimp,5=imp,6=imp
06_OS,18,1,vertical,0=imp,2=nimp,3=imp,5=imp,6=nimp
06_OS,18,1,vertical,2=nimp,3=imp,4=imp,6=imp,7=nimp
06_OS,18,1,horizontal,0=imp,2=imp,3=imp,6=imp,8=nimp
06_OS,18,1,vertical,0=imp,2=imp,4=imp,6=imp,9=nimp
06_OS,18,1,vertical,0=imp,1=imp,2=nimp,4=imp,8=nimp
06_OS,18,1,horizontal,0=imp,3=imp,5=nimp,7=imp,8=imp
06_OS,18,1,vertical,0=imp,1=imp,3=imp,5=nimp,8=imp
06_OS,18,1,horizontal,1=imp,2=imp,3=nimp,4=imp,9=nimp
06_OS,18,1,vertical,0=imp,1=imp,2=imp,3=imp,7=imp
06_OS,18,1,horizontal,0=imp,2=imp,5=imp,8=imp,9=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
06_OS,18,1,horizontal,0=imp,2=imp,4=nimp,6=imp,8=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
06_OS,18,1,horizontal,0=imp,2=imp,3=imp,6=nimp,7=imp
06_OS,18,1,horizontal,0=imp,2=imp,4=imp,6=nimp,7=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=nimp
06_OS,18,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
06_OS,18,1,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
06_OS,18,1,vertical,0=imp,2=imp,3=nimp,4=imp,9=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,6=imp,9=imp
06_OS,18,1,vertical,0=imp,1=imp,2=imp,4=imp,7=nimp
06_OS,18,1,horizontal,1=imp,2=nimp,3=imp,5=imp,7=imp
06_OS,18,1,horizontal,0=imp,2=nimp,3=imp,5=imp,8=imp
06_OS,18,1,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
06_OS,18,1,horizontal,0=imp,2=imp,3=imp,4=imp,5=imp
06_OS,18,1,vertical,0=imp,1=imp,3=nimp,4=imp,6=imp
06_OS,18,1,vertical,0=imp,1=imp,2=imp,5=imp,7=imp
06_OS,18,1,vertical,0=imp,2=nimp,3=imp,4=imp,6=nimp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
06_OS,18,1,vertical,0=imp,2=imp,3=nimp,5=imp,7=imp
06_OS,18,1,vertical,1=imp,2=imp,3=imp,5=imp,9=nimp
06_OS,18,1,vertical,0=imp,1=imp,4=imp,6=imp,9=nimp
06_OS,18,1,vertical,0=imp,2=imp,3=imp,4=imp,5=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,6=imp,8=imp
06_OS,18,1,vertical,0=imp,2=imp,4=imp,5=imp,6=imp
06_OS,18,1,vertical,1=imp,3=imp,5=imp,7=nimp,8=nimp
06_OS,18,1,vertical,0=imp,1=imp,2=imp,5=imp,6=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
06_OS,18,1,vertical,0=imp,1=imp,3=imp,6=nimp,8=imp
06_OS,18,1,horizontal,0=imp,3=imp,4=imp,5=nimp,8=imp
06_OS,18,1,horizontal,0=imp,1=imp,3=imp,5=imp,6=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,5=imp,7=imp
06_OS,18,1,vertical,0=imp,1=imp,3=imp,5=imp,8=imp
06_OS,18,1,vertical,0=imp,2=imp,3=imp,5=nimp,7=imp
06_OS,18,1,horizontal,1=imp,2=imp,6=nimp,7=nimp,8=imp
06_OS,18,1,vertical,0=imp,4=nimp,5=nimp,8=nimp,9=imp
06_OS,18,1,vertical,0=imp,1=imp,2=imp,4=nimp,9=imp
06_OS,18,1,horizontal,0=imp,3=imp,5=imp,6=nimp,8=imp
06_OS,18,1,vertical,0=imp,1=imp,3=imp,4=imp,9=imp
06_OS,18,1,horizontal,1=imp,2=imp,3=nimp,4=imp,9=imp
06_OS,18,1,vertical,1=imp,3=nimp,5=imp,6=nimp,8=imp
06_OS,18,1,horizontal,1=imp,3=imp,5=imp,7=imp,9=nimp
06_OS,18,1,vertical,0=imp,2=imp,3=nimp,4=imp,5=imp
06_OS,18,1,vertical,0=imp,1=imp,3=imp,7=imp,9=nimp
06_OS,18,1,vertical,0=imp,3=imp,4=imp,5=imp,7=imp
06_OS,18,1,vertical,0=imp,1=imp,2=imp,3=imp,5=imp
06_OS,18,1,horizontal,0=imp,1=imp,3=imp,4=imp,6=imp
06_OS,18,1,vertical,0=imp,1=imp,3=imp,6=nimp,8=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
06_OS,18,1,horizontal,0=imp,3=nimp,4=imp,5=imp,7=imp
06_OS,18,1,vertical,0=imp,2=imp,3=imp,4=imp,6=imp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,3=imp,6=nimp
06_OS,18,1,vertical,0=imp,2=imp,4=imp,6=imp,8=nimp
06_OS,18,1,horizontal,0=imp,1=imp,2=imp,5=nimp,8=imp
07_SG,21,1,vertical,0=imp,1=imp,4=imp,6=imp,7=nimp
07_SG,21,1,vertical,0=imp,2=imp,3=imp,5=imp,8=imp
07_SG,21,1,vertical,0=imp,2=nimp,3=imp,4=imp,9=imp
07_SG,21,1,horizontal,1=imp,3=imp,4=imp,7=imp,8=nimp
07_SG,21,1,vertical,0=imp,1=imp,4=nimp,7=nimp,8=imp
07_SG,21,1,vertical,1=imp,4=nimp,5=nimp,6=imp,8=nimp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,6=imp,9=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,3=nimp,8=imp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
07_SG,21,1,horizontal,0=imp,3=imp,6=nimp,7=nimp,9=imp
07_SG,21,1,horizontal,0=imp,2=imp,3=nimp,4=imp,6=imp
07_SG,21,1,vertical,0=imp,2=nimp,4=imp,6=imp,9=nimp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
07_SG,21,1,vertical,0=imp,2=nimp,3=imp,6=nimp,7=nimp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,4=imp,6=nimp
07_SG,21,1,horizontal,0=imp,3=nimp,4=imp,5=imp,9=imp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,5=imp,6=imp
07_SG,21,1,vertical,0=imp,1=imp,3=imp,4=imp,6=imp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
07_SG,21,1,vertical,0=imp,1=imp,4=imp,5=imp,6=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,5=imp,7=imp
07_SG,21,1,horizontal,0=imp,1=imp,4=imp,5=nimp,9=imp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,6=imp,8=imp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,3=imp,9=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,5=imp,6=imp
07_SG,21,1,horizontal,1=imp,3=imp,4=imp,6=nimp,9=imp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
07_SG,21,1,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
07_SG,21,1,horizontal,0=imp,1=imp,3=nimp,6=imp,7=imp
07_SG,21,1,horizontal,0=imp,2=imp,4=imp,5=imp,8=imp
07_SG,21,1,horizontal,0=imp,2=imp,3=nimp,5=imp,6=imp
07_SG,21,1,horizontal,0=imp,1=imp,4=imp,5=imp,6=nimp
07_SG,21,1,horizontal,0=imp,1=imp,2=imp,5=nimp,9=imp
07_SG,21,1,horizontal,0=imp,2=imp,3=imp,4=imp,6=nimp
07_SG,21,1,vertical,1=imp,2=imp,3=nimp,6=nimp,9=imp
07_SG,21,1,horizontal,0=imp,1=imp,3=imp,4=imp,9=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
07_SG,21,1,horizontal,0=imp,2=imp,3=imp,4=imp,5=imp
07_SG,21,1,horizontal,0=imp,1=imp,4=imp,5=imp,6=imp
07_SG,21,1,vertical,0=imp,1=imp,4=imp,5=imp,9=imp
07_SG,21,1,vertical,0=imp,1=imp,2=imp,3=imp,5=imp
