participant,age,female,condition,target1,target2,target3,target4,target5
25_NJ,24,0,vertical,0=imp,1=nimp,2=imp,5=imp,6=imp
25_NJ,24,0,horizontal,0=imp,1=imp,3=imp,5=imp,6=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,6=imp,9=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,5=imp,6=imp
25_NJ,24,0,horizontal,0=imp,1=imp,3=imp,4=imp,6=imp
25_NJ,24,0,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
25_NJ,24,0,horizontal,0=imp,1=imp,4=imp,6=imp,9=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,3=imp,7=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,6=imp,9=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,3=imp,5=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
25_NJ,24,0,vertical,0=imp,2=imp,4=imp,6=imp,8=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
25_NJ,24,0,vertical,0=imp,2=imp,3=imp,4=imp,8=imp
25_NJ,24,0,vertical,0=imp,2=imp,3=imp,5=imp,7=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
25_NJ,24,0,vertical,0=imp,1=imp,4=imp,5=imp,7=imp
25_NJ,24,0,vertical,0=imp,2=imp,4=imp,5=imp,7=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,5=imp,8=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,7=imp,9=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,4=imp,7=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,8=imp,9=imp
25_NJ,24,0,vertical,0=imp,1=imp,3=imp,4=imp,8=imp
25_NJ,24,0,horizontal,0=imp,2=imp,4=imp,5=imp,7=imp
25_NJ,24,0,horizontal,0=imp,1=imp,3=imp,4=imp,6=nimp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,3=imp,7=imp
25_NJ,24,0,horizontal,0=imp,2=imp,3=imp,4=imp,6=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,3=imp,8=imp
25_NJ,24,0,vertical,0=imp,1=imp,3=imp,6=nimp,9=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,4=imp,5=imp
25_NJ,24,0,vertical,0=imp,1=imp,3=imp,4=imp,5=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,4=imp,6=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,4=imp,6=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,3=imp,6=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,3=imp,4=imp
25_NJ,24,0,vertical,0=imp,2=imp,5=imp,7=imp,8=imp
25_NJ,24,0,vertical,0=imp,2=imp,3=imp,4=imp,6=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,3=imp,4=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,8=imp,9=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
25_NJ,24,0,vertical,0=imp,1=imp,3=imp,4=imp,9=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,5=imp,8=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,3=imp,8=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,4=imp,9=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,7=imp,8=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,6=imp,9=imp
25_NJ,24,0,vertical,0=imp,1=imp,3=imp,4=imp,8=imp
25_NJ,24,0,vertical,0=imp,2=imp,5=imp,6=imp,8=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,4=imp,8=nimp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,3=imp,6=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,6=imp,9=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,4=imp,5=imp
25_NJ,24,0,horizontal,0=imp,1=imp,3=imp,4=imp,5=imp
25_NJ,24,0,vertical,0=imp,1=imp,3=imp,4=imp,8=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,4=imp,6=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,4=imp,9=imp
25_NJ,24,0,vertical,0=imp,1=imp,2=imp,5=nimp,8=imp
25_NJ,24,0,horizontal,0=imp,1=imp,2=imp,3=imp,9=imp
