participant,age,female,trial,date,time,condition,crowding_axis,n_errors,n_hits,prop_correct,dot1,is_target1,dot2,is_target2,dot3,is_target3,dot4,is_target4,dot5,is_target5
17_GS,22,0,51,28/08/2013,09:38:19 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,8,1
17_GS,22,0,52,28/08/2013,09:38:42 am,vertical,strong,1,4,0.8,0,1,2,1,4,1,5,1,9,0
17_GS,22,0,53,28/08/2013,09:39:03 am,vertical,strong,0,5,1.0,0,1,2,1,3,1,4,1,6,1
17_GS,22,0,54,28/08/2013,09:39:25 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,3,1,7,0
17_GS,22,0,55,28/08/2013,09:39:46 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,9,1
17_GS,22,0,56,28/08/2013,09:40:08 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,6,1
17_GS,22,0,57,28/08/2013,09:40:29 am,vertical,strong,1,4,0.8,0,1,2,1,4,0,6,1,8,1
17_GS,22,0,58,28/08/2013,09:40:50 am,horizontal,weak,0,5,1.0,0,1,2,1,3,1,5,1,7,1
17_GS,22,0,59,28/08/2013,09:41:11 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,7,1
18_MD,23,1,0,28/08/2013,11:14:50 am,vertical,strong,1,4,0.8,0,1,1,1,3,1,5,1,6,0
18_MD,23,1,1,28/08/2013,11:15:13 am,vertical,strong,2,3,0.6,0,1,1,0,3,0,5,1,7,1
18_MD,23,1,2,28/08/2013,11:15:37 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,5,1,8,0
18_MD,23,1,3,28/08/2013,11:16:01 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,7,1
18_MD,23,1,4,28/08/2013,11:16:24 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,5,1
18_MD,23,1,5,28/08/2013,11:16:47 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,6,1,9,1
18_MD,23,1,6,28/08/2013,11:17:10 am,vertical,strong,1,4,0.8,0,1,2,1,4,1,5,1,6,0
18_MD,23,1,7,28/08/2013,11:17:34 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,5,1,6,1
18_MD,23,1,8,28/08/2013,11:17:57 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,8,1
18_MD,23,1,9,28/08/2013,11:18:19 am,horizontal,weak,0,5,1.0,0,1,2,1,3,1,4,1,8,1
18_MD,23,1,10,28/08/2013,11:18:42 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,9,1
18_MD,23,1,11,28/08/2013,11:19:04 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
18_MD,23,1,12,28/08/2013,11:19:28 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,5,1
18_MD,23,1,13,28/08/2013,11:19:51 am,vertical,strong,1,4,0.8,0,1,2,1,3,1,4,1,9,0
18_MD,23,1,14,28/08/2013,11:20:14 am,vertical,strong,0,5,1.0,0,1,1,1,5,1,7,1,8,1
18_MD,23,1,15,28/08/2013,11:20:39 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,6,1
18_MD,23,1,16,28/08/2013,11:21:03 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,7,1,9,1
18_MD,23,1,17,28/08/2013,11:21:26 am,horizontal,weak,1,4,0.8,1,1,2,1,3,0,4,1,5,1
18_MD,23,1,18,28/08/2013,11:21:50 am,vertical,strong,0,5,1.0,0,1,1,1,5,1,6,1,8,1
18_MD,23,1,19,28/08/2013,11:23:11 am,vertical,strong,1,4,0.8,0,1,1,1,2,0,4,1,5,1
18_MD,23,1,20,28/08/2013,11:23:35 am,horizontal,weak,1,4,0.8,0,1,2,1,4,1,6,1,8,0
18_MD,23,1,21,28/08/2013,11:24:00 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,5,1,9,1
18_MD,23,1,22,28/08/2013,11:24:25 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,5,0,8,1
18_MD,23,1,23,28/08/2013,11:24:48 am,vertical,strong,1,4,0.8,0,1,3,1,4,1,7,1,9,0
18_MD,23,1,24,28/08/2013,11:25:11 am,horizontal,weak,0,5,1.0,0,1,2,1,3,1,6,1,9,1
18_MD,23,1,25,28/08/2013,11:25:34 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,5,1
18_MD,23,1,26,28/08/2013,11:25:58 am,vertical,strong,1,4,0.8,2,1,3,1,4,1,5,0,9,1
18_MD,23,1,27,28/08/2013,11:26:21 am,vertical,strong,1,4,0.8,0,1,2,1,4,1,6,1,7,0
18_MD,23,1,28,28/08/2013,11:26:44 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,9,1
18_MD,23,1,29,28/08/2013,11:27:08 am,horizontal,weak,0,5,1.0,0,1,1,1,5,1,6,1,8,1
18_MD,23,1,30,28/08/2013,11:27:33 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,5,1
18_MD,23,1,31,28/08/2013,11:27:56 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,3,1,7,0
18_MD,23,1,32,28/08/2013,11:28:19 am,horizontal,weak,1,4,0.8,0,1,2,1,4,0,5,1,6,1
18_MD,23,1,33,28/08/2013,11:28:43 am,vertical,strong,2,3,0.6,1,1,2,1,3,1,4,0,8,0
18_MD,23,1,34,28/08/2013,11:29:09 am,vertical,strong,2,3,0.6,0,1,1,1,3,1,4,0,8,0
18_MD,23,1,35,28/08/2013,11:29:31 am,vertical,strong,1,4,0.8,0,1,1,1,3,1,4,1,5,0
18_MD,23,1,36,28/08/2013,11:29:55 am,horizontal,weak,0,5,1.0,0,1,2,1,3,1,4,1,9,1
18_MD,23,1,37,28/08/2013,11:30:20 am,horizontal,weak,2,3,0.6,0,1,3,1,4,0,5,1,7,0
18_MD,23,1,38,28/08/2013,11:30:49 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,3,1,4,0
18_MD,23,1,39,28/08/2013,11:32:44 am,vertical,strong,1,4,0.8,0,1,1,1,3,1,4,1,7,0
18_MD,23,1,40,28/08/2013,11:33:09 am,horizontal,weak,1,4,0.8,1,1,2,1,4,1,5,1,6,0
18_MD,23,1,41,28/08/2013,11:33:32 am,vertical,strong,1,4,0.8,0,1,1,1,3,0,4,1,9,1
18_MD,23,1,42,28/08/2013,11:33:56 am,vertical,strong,2,3,0.6,0,1,2,0,6,0,8,1,9,1
18_MD,23,1,43,28/08/2013,11:34:19 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,3,0,7,1
18_MD,23,1,44,28/08/2013,11:34:43 am,horizontal,weak,0,5,1.0,0,1,2,1,5,1,6,1,8,1
18_MD,23,1,45,28/08/2013,11:35:06 am,horizontal,weak,2,3,0.6,0,1,1,1,3,0,6,1,8,0
18_MD,23,1,46,28/08/2013,11:35:28 am,vertical,strong,2,3,0.6,1,1,2,0,3,1,5,1,9,0
18_MD,23,1,47,28/08/2013,11:35:52 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,9,1
18_MD,23,1,48,28/08/2013,11:36:16 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,4,1
18_MD,23,1,49,28/08/2013,11:36:40 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,9,1
18_MD,23,1,50,28/08/2013,11:37:03 am,vertical,strong,1,4,0.8,0,1,1,1,3,1,4,1,5,0
18_MD,23,1,51,28/08/2013,11:37:26 am,horizontal,weak,1,4,0.8,1,1,2,1,4,0,5,1,8,1
18_MD,23,1,52,28/08/2013,11:37:49 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
18_MD,23,1,53,28/08/2013,11:38:12 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,7,1
18_MD,23,1,54,28/08/2013,11:38:35 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,5,1,7,1
18_MD,23,1,55,28/08/2013,11:38:58 am,horizontal,weak,1,4,0.8,0,1,1,0,2,1,3,1,6,1
18_MD,23,1,56,28/08/2013,11:39:21 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,8,1
18_MD,23,1,57,28/08/2013,11:39:47 am,horizontal,weak,1,4,0.8,0,1,3,1,4,1,6,1,9,0
18_MD,23,1,58,28/08/2013,11:40:12 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,8,1,9,1
18_MD,23,1,59,28/08/2013,11:40:35 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,6,1
19_IL,21,1,0,28/08/2013,05:13:08 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,5,1
19_IL,21,1,1,28/08/2013,05:13:29 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,9,1
19_IL,21,1,2,28/08/2013,05:13:50 pm,horizontal,weak,1,4,0.8,0,1,3,1,4,0,5,1,6,1
19_IL,21,1,3,28/08/2013,05:14:11 pm,vertical,strong,0,5,1.0,0,1,1,1,4,1,5,1,7,1
19_IL,21,1,4,28/08/2013,05:14:32 pm,horizontal,weak,0,5,1.0,0,1,1,1,3,1,7,1,8,1
19_IL,21,1,5,28/08/2013,05:14:52 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,6,1
19_IL,21,1,6,28/08/2013,05:15:13 pm,vertical,strong,1,4,0.8,1,1,2,1,3,1,5,1,6,0
19_IL,21,1,7,28/08/2013,05:15:32 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,9,1
19_IL,21,1,8,28/08/2013,05:15:53 pm,vertical,strong,1,4,0.8,2,1,4,1,5,1,8,0,9,1
19_IL,21,1,9,28/08/2013,05:16:20 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,5,1
19_IL,21,1,10,28/08/2013,05:16:40 pm,vertical,strong,0,5,1.0,0,1,1,1,4,1,8,1,9,1
19_IL,21,1,11,28/08/2013,05:17:02 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,8,1
19_IL,21,1,12,28/08/2013,05:17:22 pm,vertical,strong,1,4,0.8,0,1,1,1,5,0,6,1,7,1
19_IL,21,1,13,28/08/2013,05:17:42 pm,horizontal,weak,1,4,0.8,1,1,2,1,3,1,5,0,6,1
19_IL,21,1,14,28/08/2013,05:18:02 pm,vertical,strong,2,3,0.6,0,1,1,1,3,1,5,0,6,0
19_IL,21,1,15,28/08/2013,05:18:22 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,8,1
19_IL,21,1,16,28/08/2013,05:18:42 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,8,1
19_IL,21,1,17,28/08/2013,05:19:01 pm,horizontal,weak,0,5,1.0,0,1,1,1,3,1,6,1,7,1
19_IL,21,1,18,28/08/2013,05:19:23 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,8,1
19_IL,21,1,19,28/08/2013,05:19:42 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,6,1
19_IL,21,1,20,28/08/2013,05:20:03 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
19_IL,21,1,21,28/08/2013,05:22:22 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,6,1
19_IL,21,1,22,28/08/2013,05:22:41 pm,horizontal,weak,0,5,1.0,0,1,2,1,4,1,5,1,6,1
19_IL,21,1,23,28/08/2013,05:23:01 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,6,1
19_IL,21,1,24,28/08/2013,05:23:20 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,9,1
19_IL,21,1,25,28/08/2013,05:23:39 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,5,1
19_IL,21,1,26,28/08/2013,05:24:00 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,6,1,7,1
19_IL,21,1,27,28/08/2013,05:24:19 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,6,1
19_IL,21,1,28,28/08/2013,05:24:39 pm,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,6,1
19_IL,21,1,29,28/08/2013,05:24:58 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,1,4,1,6,0
19_IL,21,1,30,28/08/2013,05:25:18 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
19_IL,21,1,31,28/08/2013,05:25:39 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,5,1
19_IL,21,1,32,28/08/2013,05:25:58 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,5,1
19_IL,21,1,33,28/08/2013,05:26:18 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,8,1
19_IL,21,1,34,28/08/2013,05:26:38 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,6,1
19_IL,21,1,35,28/08/2013,05:26:58 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,7,1,8,1
19_IL,21,1,36,28/08/2013,05:27:18 pm,vertical,strong,1,4,0.8,0,1,1,1,5,1,7,0,8,1
19_IL,21,1,37,28/08/2013,05:27:38 pm,vertical,strong,0,5,1.0,0,1,2,1,3,1,4,1,5,1
19_IL,21,1,38,28/08/2013,05:27:58 pm,vertical,strong,0,5,1.0,0,1,2,1,3,1,4,1,8,1
19_IL,21,1,39,28/08/2013,05:28:17 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,7,1,9,1
19_IL,21,1,40,28/08/2013,05:29:10 pm,horizontal,weak,0,5,1.0,0,1,1,1,4,1,6,1,9,1
19_IL,21,1,41,28/08/2013,05:29:29 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,4,1
19_IL,21,1,42,28/08/2013,05:29:49 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
19_IL,21,1,43,28/08/2013,05:30:09 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,8,1
19_IL,21,1,44,28/08/2013,05:30:29 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,8,1
19_IL,21,1,45,28/08/2013,05:30:48 pm,vertical,strong,0,5,1.0,0,1,2,1,3,1,5,1,7,1
19_IL,21,1,46,28/08/2013,05:31:08 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,8,1
19_IL,21,1,47,28/08/2013,05:31:28 pm,vertical,strong,1,4,0.8,0,1,2,1,3,1,5,1,7,0
19_IL,21,1,48,28/08/2013,05:31:48 pm,horizontal,weak,0,5,1.0,0,1,2,1,3,1,5,1,7,1
19_IL,21,1,49,28/08/2013,05:32:07 pm,vertical,strong,2,3,0.6,0,1,1,1,3,1,4,0,7,0
19_IL,21,1,50,28/08/2013,05:32:26 pm,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,6,1
19_IL,21,1,51,28/08/2013,05:32:46 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
19_IL,21,1,52,28/08/2013,05:33:06 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,7,1
19_IL,21,1,53,28/08/2013,05:33:25 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,6,1
19_IL,21,1,54,28/08/2013,05:33:45 pm,horizontal,weak,1,4,0.8,0,1,1,1,3,1,7,0,9,1
19_IL,21,1,55,28/08/2013,05:34:05 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,6,1
19_IL,21,1,56,28/08/2013,05:34:25 pm,vertical,strong,0,5,1.0,0,1,1,1,4,1,6,1,8,1
19_IL,21,1,57,28/08/2013,05:34:45 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,9,1
19_IL,21,1,58,28/08/2013,05:35:04 pm,vertical,strong,0,5,1.0,0,1,1,1,2,1,5,1,7,1
19_IL,21,1,59,28/08/2013,05:35:23 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,6,1
20_LV,22,1,0,29/08/2013,09:15:40 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,5,1
20_LV,22,1,1,29/08/2013,09:16:03 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,5,1,7,1
20_LV,22,1,2,29/08/2013,09:16:25 am,vertical,strong,0,5,1.0,0,1,2,1,3,1,4,1,9,1
20_LV,22,1,3,29/08/2013,09:16:49 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,6,1
20_LV,22,1,4,29/08/2013,09:17:12 am,vertical,strong,1,4,0.8,0,1,1,1,2,1,7,0,8,1
20_LV,22,1,5,29/08/2013,09:17:35 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,8,1,9,1
20_LV,22,1,6,29/08/2013,09:17:59 am,horizontal,weak,0,5,1.0,0,1,1,1,4,1,5,1,9,1
20_LV,22,1,7,29/08/2013,09:18:20 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,4,0,5,1
20_LV,22,1,8,29/08/2013,09:18:43 am,horizontal,weak,0,5,1.0,0,1,1,1,4,1,5,1,6,1
20_LV,22,1,9,29/08/2013,09:19:05 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,8,1
20_LV,22,1,10,29/08/2013,09:19:27 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,6,1,8,1
20_LV,22,1,11,29/08/2013,09:19:49 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,8,1
20_LV,22,1,12,29/08/2013,09:20:13 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,7,1
20_LV,22,1,13,29/08/2013,09:20:35 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,7,1
20_LV,22,1,14,29/08/2013,09:20:57 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,5,1
20_LV,22,1,15,29/08/2013,09:21:20 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,6,1,7,1
20_LV,22,1,16,29/08/2013,09:21:43 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,7,1
20_LV,22,1,17,29/08/2013,09:22:05 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,6,1
20_LV,22,1,18,29/08/2013,09:22:29 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,4,1,7,1
20_LV,22,1,19,29/08/2013,09:22:52 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,8,1,9,1
20_LV,22,1,20,29/08/2013,09:23:54 am,horizontal,weak,1,4,0.8,0,1,1,1,3,1,7,0,9,1
20_LV,22,1,21,29/08/2013,09:24:17 am,horizontal,weak,0,5,1.0,0,1,1,1,4,1,5,1,8,1
20_LV,22,1,22,29/08/2013,09:24:41 am,vertical,strong,0,5,1.0,0,1,2,1,3,1,5,1,8,1
20_LV,22,1,23,29/08/2013,09:25:05 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,8,1
20_LV,22,1,24,29/08/2013,09:25:29 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,5,1,7,1
20_LV,22,1,25,29/08/2013,09:25:53 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,4,1,7,1
20_LV,22,1,26,29/08/2013,09:26:16 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
20_LV,22,1,27,29/08/2013,09:26:40 am,vertical,strong,0,5,1.0,0,1,1,1,5,1,6,1,9,1
20_LV,22,1,28,29/08/2013,09:27:02 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,9,1
20_LV,22,1,29,29/08/2013,09:27:25 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,5,1,6,1
20_LV,22,1,30,29/08/2013,09:27:49 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,6,1,8,1
20_LV,22,1,31,29/08/2013,09:28:12 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,5,1
20_LV,22,1,32,29/08/2013,09:28:35 am,vertical,strong,1,4,0.8,0,1,1,1,3,1,6,1,7,0
20_LV,22,1,33,29/08/2013,09:28:58 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,6,1,8,1
20_LV,22,1,34,29/08/2013,09:29:23 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,7,1
20_LV,22,1,35,29/08/2013,09:29:45 am,horizontal,weak,0,5,1.0,0,1,1,1,5,1,6,1,8,1
20_LV,22,1,36,29/08/2013,09:30:08 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,6,1,8,1
20_LV,22,1,37,29/08/2013,09:30:33 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,8,1,9,0
20_LV,22,1,38,29/08/2013,09:30:57 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,4,1
20_LV,22,1,39,29/08/2013,09:32:05 am,horizontal,weak,1,4,0.8,0,1,3,1,4,1,6,1,8,0
20_LV,22,1,40,29/08/2013,09:32:30 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
20_LV,22,1,41,29/08/2013,09:32:56 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,4,1
20_LV,22,1,42,29/08/2013,09:33:20 am,horizontal,weak,0,5,1.0,0,1,2,1,3,1,7,1,9,1
20_LV,22,1,43,29/08/2013,09:33:43 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,6,1,9,1
20_LV,22,1,44,29/08/2013,09:34:04 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,6,1
20_LV,22,1,45,29/08/2013,09:34:28 am,horizontal,weak,0,5,1.0,0,1,1,1,2,1,7,1,9,1
20_LV,22,1,46,29/08/2013,09:34:51 am,horizontal,weak,1,4,0.8,0,1,1,1,2,1,5,0,6,1
20_LV,22,1,47,29/08/2013,09:35:14 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,6,1,8,1
20_LV,22,1,48,29/08/2013,09:35:38 am,vertical,strong,1,4,0.8,0,1,2,1,4,1,5,1,6,0
20_LV,22,1,49,29/08/2013,09:36:02 am,vertical,strong,0,5,1.0,0,1,1,1,2,1,3,1,6,1
20_LV,22,1,50,29/08/2013,09:36:28 am,vertical,strong,3,2,0.4,0,1,4,1,5,0,6,0,7,0
20_LV,22,1,51,29/08/2013,09:36:50 am,vertical,strong,0,5,1.0,0,1,2,1,4,1,6,1,8,1
20_LV,22,1,52,29/08/2013,09:37:12 am,horizontal,weak,1,4,0.8,0,1,1,1,2,0,4,1,5,1
20_LV,22,1,53,29/08/2013,09:37:34 am,vertical,strong,0,5,1.0,0,1,1,1,4,1,6,1,8,1
20_LV,22,1,54,29/08/2013,09:37:57 am,vertical,strong,1,4,0.8,0,1,2,1,3,1,4,1,5,0
20_LV,22,1,55,29/08/2013,09:38:19 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,5,1,6,1
20_LV,22,1,56,29/08/2013,09:38:43 am,horizontal,weak,0,5,1.0,0,1,1,1,3,1,4,1,5,1
20_LV,22,1,57,29/08/2013,09:39:04 am,vertical,strong,0,5,1.0,0,1,2,1,3,1,5,1,6,1
20_LV,22,1,58,29/08/2013,09:39:26 am,vertical,strong,0,5,1.0,0,1,1,1,3,1,4,1,5,1
20_LV,22,1,59,29/08/2013,09:39:49 am,horizontal,weak,0,5,1.0,0,1,1,1,4,1,5,1,9,1
21_AT,20,1,0,29/08/2013,02:11:10 pm,vertical,strong,2,3,0.6,0,1,1,1,3,1,5,0,8,0
21_AT,20,1,1,29/08/2013,02:11:37 pm,horizontal,weak,2,3,0.6,2,1,3,1,4,0,6,1,8,0
21_AT,20,1,2,29/08/2013,02:12:02 pm,horizontal,weak,2,3,0.6,0,1,3,0,5,1,6,0,7,1
21_AT,20,1,3,29/08/2013,02:12:27 pm,vertical,strong,2,3,0.6,0,1,1,0,3,1,8,0,9,1
21_AT,20,1,4,29/08/2013,02:12:50 pm,horizontal,weak,1,4,0.8,0,1,1,1,3,1,4,1,9,0
21_AT,20,1,5,29/08/2013,02:13:14 pm,horizontal,weak,2,3,0.6,1,1,3,1,4,1,5,0,8,0
21_AT,20,1,6,29/08/2013,02:13:40 pm,vertical,strong,2,3,0.6,0,1,2,1,3,1,4,0,7,0
21_AT,20,1,7,29/08/2013,02:14:05 pm,horizontal,weak,3,2,0.4,1,1,2,0,3,0,5,1,6,0
21_AT,20,1,8,29/08/2013,02:14:30 pm,vertical,strong,3,2,0.4,1,1,2,0,3,1,6,0,7,0
21_AT,20,1,9,29/08/2013,02:14:53 pm,vertical,strong,2,3,0.6,0,1,2,1,5,0,6,0,9,1
21_AT,20,1,10,29/08/2013,02:15:16 pm,vertical,strong,2,3,0.6,0,1,2,1,7,0,8,1,9,0
21_AT,20,1,11,29/08/2013,02:15:39 pm,horizontal,weak,2,3,0.6,1,1,4,1,5,0,7,1,9,0
21_AT,20,1,12,29/08/2013,02:16:06 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,1,3,0,9,1
21_AT,20,1,13,29/08/2013,02:16:29 pm,vertical,strong,2,3,0.6,1,1,2,0,4,1,5,0,7,1
21_AT,20,1,14,29/08/2013,02:16:56 pm,vertical,strong,3,2,0.4,1,1,2,1,4,0,6,0,8,0
21_AT,20,1,15,29/08/2013,02:17:19 pm,vertical,strong,2,3,0.6,0,1,2,0,5,1,8,1,9,0
21_AT,20,1,16,29/08/2013,02:17:42 pm,vertical,strong,1,4,0.8,0,1,1,1,3,1,6,1,8,0
21_AT,20,1,17,29/08/2013,02:18:06 pm,horizontal,weak,1,4,0.8,1,1,2,1,3,1,6,1,7,0
21_AT,20,1,18,29/08/2013,02:18:30 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,1,7,0,9,1
21_AT,20,1,19,29/08/2013,02:18:54 pm,vertical,strong,2,3,0.6,0,1,1,1,2,1,4,0,6,0
21_AT,20,1,20,29/08/2013,02:19:17 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,1,6,0,7,1
21_AT,20,1,21,29/08/2013,02:19:40 pm,horizontal,weak,1,4,0.8,0,1,1,1,2,1,4,0,6,1
21_AT,20,1,22,29/08/2013,02:20:03 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,6,1
21_AT,20,1,23,29/08/2013,02:20:28 pm,horizontal,weak,2,3,0.6,0,1,3,0,4,1,5,1,7,0
21_AT,20,1,24,29/08/2013,02:20:53 pm,horizontal,weak,2,3,0.6,0,1,1,1,3,0,4,1,6,0
21_AT,20,1,25,29/08/2013,02:21:17 pm,vertical,strong,2,3,0.6,2,1,3,1,5,1,7,0,8,0
21_AT,20,1,26,29/08/2013,02:21:39 pm,vertical,strong,3,2,0.4,1,1,3,1,5,0,6,0,7,0
21_AT,20,1,27,29/08/2013,02:22:02 pm,vertical,strong,1,4,0.8,0,1,2,1,3,0,6,1,7,1
21_AT,20,1,28,29/08/2013,02:22:26 pm,vertical,strong,2,3,0.6,0,1,3,0,4,1,5,1,9,0
21_AT,20,1,29,29/08/2013,02:22:48 pm,horizontal,weak,1,4,0.8,0,1,2,1,3,1,4,1,5,0
21_AT,20,1,30,29/08/2013,02:23:15 pm,horizontal,weak,2,3,0.6,0,1,2,1,4,0,5,1,8,0
21_AT,20,1,31,29/08/2013,02:23:39 pm,vertical,strong,1,4,0.8,1,1,3,0,4,1,5,1,9,1
21_AT,20,1,32,29/08/2013,02:24:02 pm,vertical,strong,2,3,0.6,0,1,1,1,2,1,6,0,8,0
21_AT,20,1,33,29/08/2013,02:24:23 pm,horizontal,weak,0,5,1.0,0,1,1,1,2,1,3,1,6,1
21_AT,20,1,34,29/08/2013,02:24:47 pm,vertical,strong,1,4,0.8,1,1,2,1,4,1,7,0,9,1
