participant,trial,frame,t_ms,dot,x,y
01_SV,5,109,5500,3,827.0,1045.0
01_SV,5,109,5500,4,921.0,1106.0
01_SV,5,109,5500,5,834.0,641.0
01_SV,5,109,5500,6,405.0,570.0
01_SV,5,109,5500,7,611.0,116.0
01_SV,5,109,5500,8,1227.0,160.0
01_SV,5,109,5500,9,452.0,1233.0
01_SV,5,110,5550,0,955.0,447.0
01_SV,5,110,5550,1,882.0,603.0
01_SV,5,110,5550,2,78.0,334.0
01_SV,5,110,5550,3,827.0,1045.0
01_SV,5,110,5550,4,926.0,1116.0
01_SV,5,110,5550,5,836.0,652.0
01_SV,5,110,5550,6,406.0,581.0
01_SV,5,110,5550,7,619.0,123.0
01_SV,5,110,5550,8,1237.0,156.0
01_SV,5,110,5550,9,463.0,1235.0
01_SV,5,111,5600,0,964.0,441.0
01_SV,5,111,5600,1,892.0,607.0
01_SV,5,111,5600,2,72.0,325.0
01_SV,5,111,5600,3,825.0,1034.0
01_SV,5,111,5600,4,932.0,1125.0
01_SV,5,111,5600,5,838.0,663.0
01_SV,5,111,5600,6,407.0,592.0
01_SV,5,111,5600,7,627.0,130.0
01_SV,5,111,5600,8,1247.0,153.0
01_SV,5,111,5600,9,474.0,1237.0
01_SV,5,112,5650,0,973.0,435.0
01_SV,5,112,5650,1,902.0,611.0
01_SV,5,112,5650,2,66.0,315.0
01_SV,5,112,5650,3,824.0,1023.0
01_SV,5,112,5650,4,938.0,1135.0
01_SV,5,112,5650,5,840.0,674.0
01_SV,5,112,5650,6,408.0,603.0
01_SV,5,112,5650,7,636.0,137.0
01_SV,5,112,5650,8,1258.0,150.0
01_SV,5,112,5650,9,485.0,1239.0
01_SV,5,113,5700,0,982.0,428.0
01_SV,5,113,5700,1,912.0,615.0
01_SV,5,113,5700,2,61.0,305.0
01_SV,5,113,5700,3,823.0,1012.0
01_SV,5,113,5700,4,944.0,1144.0
01_SV,5,113,5700,5,842.0,685.0
01_SV,5,113,5700,6,409.0,614.0
01_SV,5,113,5700,7,645.0,144.0
01_SV,5,113,5700,8,1269.0,147.0
01_SV,5,113,5700,9,496.0,1241.0
01_SV,5,114,5750,0,991.0,421.0
01_SV,5,114,5750,1,922.0,619.0
01_SV,5,114,5750,2,55.0,296.0
01_SV,5,114,5750,3,822.0,1001.0
01_SV,5,114,5750,4,949.0,1154.0
01_SV,5,114,5750,5,844.0,696.0
01_SV,5,114,5750,6,410.0,625.0
01_SV,5,114,5750,7,654.0,151.0
01_SV,5,114,5750,8,1280.0,144.0
01_SV,5,114,5750,9,507.0,1243.0
01_SV,5,115,5800,0,1000.0,414.0
01_SV,5,115,5800,1,932.0,624.0
01_SV,5,115,5800,2,49.0,287.0
01_SV,5,115,5800,3,821.0,990.0
01_SV,5,115,5800,4,954.0,1164.0
01_SV,5,115,5800,5,847.0,707.0
01_SV,5,115,5800,6,412.0,636.0
01_SV,5,115,5800,7,663.0,158.0
01_SV,5,115,5800,8,1291.0,142.0
01_SV,5,115,5800,9,518.0,1246.0
01_SV,5,116,5850,0,1009.0,407.0
01_SV,5,116,5850,1,942.0,629.0
01_SV,5,116,5850,2,43.0,278.0
01_SV,5,116,5850,3,820.0,979.0
01_SV,5,116,5850,4,959.0,1174.0
01_SV,5,116,5850,5,850.0,718.0
01_SV,5,116,5850,6,414.0,647.0
01_SV,5,116,5850,7,671.0,165.0
01_SV,5,116,5850,8,1302.0,140.0
01_SV,5,116,5850,9,529.0,1249.0
01_SV,5,117,5900,0,1018.0,400.0
01_SV,5,117,5900,1,952.0,634.0
01_SV,5,117,5900,2,38.0,268.0
01_SV,5,117,5900,3,819.0,968.0
01_SV,5,117,5900,4,964.0,1184.0
01_SV,5,117,5900,5,853.0,729.0
01_SV,5,117,5900,6,415.0,658.0
01_SV,5,117,5900,7,679.0,172.0
01_SV,5,117,5900,8,1313.0,137.0
01_SV,5,117,5900,9,529.0,1249.0
01_SV,5,118,5950,0,1027.0,393.0
01_SV,5,118,5950,1,962.0,638.0
01_SV,5,118,5950,2,33.0,258.0
01_SV,5,118,5950,3,818.0,957.0
01_SV,5,118,5950,4,969.0,1194.0
01_SV,5,118,5950,5,856.0,739.0
01_SV,5,118,5950,6,417.0,669.0
01_SV,5,118,5950,7,687.0,179.0
01_SV,5,118,5950,8,1324.0,134.0
01_SV,5,118,5950,9,518.0,1246.0
01_SV,5,119,6000,0,1035.0,386.0
01_SV,5,119,6000,1,972.0,642.0
01_SV,5,119,6000,2,28.0,248.0
01_SV,5,119,6000,3,817.0,946.0
01_SV,5,119,6000,4,974.0,1204.0
01_SV,5,119,6000,5,859.0,749.0
01_SV,5,119,6000,6,419.0,680.0
01_SV,5,119,6000,7,695.0,187.0
01_SV,5,119,6000,8,1335.0,131.0
01_SV,5,119,6000,9,507.0,1243.0
01_SV,5,120,6050,0,1043.0,379.0
01_SV,5,120,6050,1,982.0,646.0
01_SV,5,120,6050,2,23.0,238.0
01_SV,5,120,6050,3,817.0,935.0
01_SV,5,120,6050,4,979.0,1214.0
01_SV,5,120,6050,5,862.0,759.0
01_SV,5,120,6050,6,421.0,691.0
01_SV,5,120,6050,7,703.0,194.0
01_SV,5,120,6050,8,1346.0,128.0
01_SV,5,120,6050,9,497.0,1240.0
01_SV,5,121,6100,0,1051.0,372.0
01_SV,5,121,6100,1,992.0,650.0
01_SV,5,121,6100,2,23.0,238.0
01_SV,5,121,6100,3,817.0,924.0
01_SV,5,121,6100,4,985.0,1224.0
01_SV,5,121,6100,5,865.0,770.0
01_SV,5,121,6100,6,422.0,702.0
01_SV,5,121,6100,7,711.0,201.0
01_SV,5,121,6100,8,1346.0,128.0
01_SV,5,121,6100,9,486.0,1237.0
01_SV,5,122,6150,0,1059.0,365.0
01_SV,5,122,6150,1,1002.0,654.0
01_SV,5,122,6150,2,28.0,228.0
01_SV,5,122,6150,3,817.0,913.0
01_SV,5,122,6150,4,990.0,1234.0
01_SV,5,122,6150,5,868.0,780.0
01_SV,5,122,6150,6,423.0,713.0
01_SV,5,122,6150,7,719.0,208.0
01_SV,5,122,6150,8,1335.0,125.0
01_SV,5,122,6150,9,476.0,1233.0
01_SV,5,123,6200,0,1067.0,358.0
01_SV,5,123,6200,1,1012.0,659.0
01_SV,5,123,6200,2,33.0,218.0
01_SV,5,123,6200,3,817.0,902.0
01_SV,5,123,6200,4,995.0,1244.0
01_SV,5,123,6200,5,868.0,780.0
01_SV,5,123,6200,6,424.0,724.0
01_SV,5,123,6200,7,727.0,215.0
01_SV,5,123,6200,8,1325.0,121.0
01_SV,5,123,6200,9,466.0,1230.0
01_SV,5,124,6250,0,1075.0,351.0
01_SV,5,124,6250,1,1022.0,664.0
01_SV,5,124,6250,2,38.0,208.0
01_SV,5,124,6250,3,817.0,902.0
01_SV,5,124,6250,4,1000.0,1254.0
01_SV,5,124,6250,5,864.0,770.0
01_SV,5,124,6250,6,425.0,735.0
01_SV,5,124,6250,7,735.0,223.0
01_SV,5,124,6250,8,1315.0,117.0
01_SV,5,124,6250,9,456.0,1227.0
01_SV,5,125,6300,0,1083.0,344.0
01_SV,5,125,6300,1,1032.0,669.0
01_SV,5,125,6300,2,43.0,198.0
01_SV,5,125,6300,3,817.0,913.0
01_SV,5,125,6300,4,1005.0,1264.0
01_SV,5,125,6300,5,860.0,760.0
01_SV,5,125,6300,6,426.0,746.0
01_SV,5,125,6300,7,743.0,230.0
01_SV,5,125,6300,8,1305.0,113.0
01_SV,5,125,6300,9,445.0,1224.0
01_SV,5,126,6350,0,1091.0,336.0
01_SV,5,126,6350,1,1042.0,674.0
01_SV,5,126,6350,2,48.0,188.0
01_SV,5,126,6350,3,817.0,924.0
01_SV,5,126,6350,4,1010.0,1274.0
01_SV,5,126,6350,5,856.0,750.0
01_SV,5,126,6350,6,427.0,757.0
01_SV,5,126,6350,7,751.0,237.0
01_SV,5,126,6350,8,1295.0,109.0
01_SV,5,126,6350,9,434.0,1221.0
01_SV,5,127,6400,0,1099.0,328.0
01_SV,5,127,6400,1,1052.0,679.0
01_SV,5,127,6400,2,53.0,178.0
01_SV,5,127,6400,3,817.0,935.0
01_SV,5,127,6400,4,1015.0,1284.0
01_SV,5,127,6400,5,852.0,740.0
01_SV,5,127,6400,6,428.0,768.0
01_SV,5,127,6400,7,759.0,244.0
01_SV,5,127,6400,8,1285.0,105.0
01_SV,5,127,6400,9,423.0,1218.0
01_SV,5,128,6450,0,1107.0,320.0
01_SV,5,128,6450,1,1062.0,684.0
01_SV,5,128,6450,2,58.0,168.0
01_SV,5,128,6450,3,817.0,946.0
01_SV,5,128,6450,4,1020.0,1294.0
01_SV,5,128,6450,5,848.0,730.0
01_SV,5,128,6450,6,429.0,779.0
01_SV,5,128,6450,7,767.0,251.0
01_SV,5,128,6450,8,1275.0,101.0
01_SV,5,128,6450,9,412.0,1215.0
01_SV,5,129,6500,0,1115.0,312.0
01_SV,5,129,6500,1,1072.0,689.0
01_SV,5,129,6500,2,63.0,158.0
01_SV,5,129,6500,3,817.0,957.0
01_SV,5,129,6500,4,1025.0,1304.0
01_SV,5,129,6500,5,843.0,720.0
01_SV,5,129,6500,6,430.0,790.0
01_SV,5,129,6500,7,775.0,258.0
01_SV,5,129,6500,8,1265.0,97.0
01_SV,5,129,6500,9,402.0,1212.0
01_SV,5,130,6550,0,1122.0,304.0
01_SV,5,130,6550,1,1082.0,694.0
01_SV,5,130,6550,2,68.0,148.0
01_SV,5,130,6550,3,817.0,968.0
01_SV,5,130,6550,4,1030.0,1314.0
01_SV,5,130,6550,5,838.0,710.0
01_SV,5,130,6550,6,431.0,801.0
01_SV,5,130,6550,7,783.0,265.0
01_SV,5,130,6550,8,1255.0,94.0
01_SV,5,130,6550,9,391.0,1209.0
01_SV,5,131,6600,0,1129.0,296.0
01_SV,5,131,6600,1,1092.0,699.0
01_SV,5,131,6600,2,73.0,138.0
01_SV,5,131,6600,3,817.0,979.0
01_SV,5,131,6600,4,1035.0,1324.0
01_SV,5,131,6600,5,833.0,700.0
01_SV,5,131,6600,6,432.0,812.0
01_SV,5,131,6600,7,791.0,272.0
01_SV,5,131,6600,8,1244.0,91.0
01_SV,5,131,6600,9,380.0,1206.0
01_SV,5,132,6650,0,1137.0,288.0
01_SV,5,132,6650,1,1102.0,704.0
01_SV,5,132,6650,2,78.0,128.0
01_SV,5,132,6650,3,817.0,990.0
01_SV,5,132,6650,4,1039.0,1334.0
01_SV,5,132,6650,5,828.0,690.0
01_SV,5,132,6650,6,433.0,823.0
01_SV,5,132,6650,7,799.0,280.0
01_SV,5,132,6650,8,1234.0,88.0
01_SV,5,132,6650,9,369.0,1203.0
01_SV,5,133,6700,0,1145.0,280.0
01_SV,5,133,6700,1,1112.0,709.0
01_SV,5,133,6700,2,83.0,118.0
01_SV,5,133,6700,3,817.0,1001.0
01_SV,5,133,6700,4,1044.0,1344.0
01_SV,5,133,6700,5,823.0,680.0
01_SV,5,133,6700,6,435.0,834.0
01_SV,5,133,6700,7,807.0,287.0
01_SV,5,133,6700,8,1224.0,84.0
01_SV,5,133,6700,9,358.0,1200.0
01_SV,5,134,6750,0,1153.0,272.0
01_SV,5,134,6750,1,1122.0,714.0
01_SV,5,134,6750,2,88.0,108.0
01_SV,5,134,6750,3,817.0,1012.0
01_SV,5,134,6750,4,1044.0,1344.0
01_SV,5,134,6750,5,823.0,680.0
01_SV,5,134,6750,6,437.0,845.0
01_SV,5,134,6750,7,815.0,295.0
01_SV,5,134,6750,8,1214.0,80.0
01_SV,5,134,6750,9,347.0,1197.0
01_SV,5,135,6800,0,1161.0,264.0
01_SV,5,135,6800,1,1132.0,719.0
01_SV,5,135,6800,2,93.0,98.0
01_SV,5,135,6800,3,817.0,1023.0
01_SV,5,135,6800,4,1048.0,1334.0
01_SV,5,135,6800,5,828.0,690.0
01_SV,5,135,6800,6,439.0,856.0
01_SV,5,135,6800,7,823.0,303.0
01_SV,5,135,6800,8,1204.0,76.0
01_SV,5,135,6800,9,336.0,1194.0
01_SV,5,136,6850,0,1169.0,256.0
01_SV,5,136,6850,1,1142.0,724.0
01_SV,5,136,6850,2,99.0,88.0
01_SV,5,136,6850,3,817.0,1034.0
01_SV,5,136,6850,4,1053.0,1324.0
01_SV,5,136,6850,5,834.0,700.0
01_SV,5,136,6850,6,441.0,867.0
01_SV,5,136,6850,7,831.0,311.0
01_SV,5,136,6850,8,1194.0,72.0
01_SV,5,136,6850,9,325.0,1191.0
01_SV,5,137,6900,0,1169.0,256.0
01_SV,5,137,6900,1,1151.0,730.0
01_SV,5,137,6900,2,105.0,79.0
01_SV,5,137,6900,3,817.0,1045.0
01_SV,5,137,6900,4,1058.0,1314.0
01_SV,5,137,6900,5,840.0,709.0
01_SV,5,137,6900,6,443.0,878.0
01_SV,5,137,6900,7,839.0,319.0
01_SV,5,137,6900,8,1184.0,68.0
01_SV,5,137,6900,9,314.0,1188.0
01_SV,5,138,6950,0,1161.0,263.0
01_SV,5,138,6950,1,1160.0,736.0
01_SV,5,138,6950,2,111.0,70.0
01_SV,5,138,6950,3,817.0,1056.0
01_SV,5,138,6950,4,1063.0,1304.0
01_SV,5,138,6950,5,846.0,718.0
01_SV,5,138,6950,6,445.0,889.0
01_SV,5,138,6950,7,846.0,327.0
01_SV,5,138,6950,8,1174.0,64.0
01_SV,5,138,6950,9,303.0,1186.0
01_SV,5,139,7000,0,1153.0,271.0
01_SV,5,139,7000,1,1169.0,742.0
01_SV,5,139,7000,2,117.0,61.0
01_SV,5,139,7000,3,817.0,1067.0
01_SV,5,139,7000,4,1068.0,1294.0
01_SV,5,139,7000,5,852.0,727.0
01_SV,5,139,7000,6,448.0,900.0
01_SV,5,139,7000,7,853.0,335.0
01_SV,5,139,7000,8,1164.0,60.0
01_SV,5,139,7000,9,292.0,1183.0
01_SV,5,140,7050,0,1145.0,279.0
01_SV,5,140,7050,1,1178.0,748.0
01_SV,5,140,7050,2,122.0,51.0
01_SV,5,140,7050,3,817.0,1078.0
01_SV,5,140,7050,4,1073.0,1284.0
01_SV,5,140,7050,5,858.0,736.0
01_SV,5,140,7050,6,450.0,911.0
01_SV,5,140,7050,7,860.0,343.0
01_SV,5,140,7050,8,1154.0,56.0
01_SV,5,140,7050,9,281.0,1180.0
01_SV,5,141,7100,0,1137.0,287.0
01_SV,5,141,7100,1,1188.0,754.0
01_SV,5,141,7100,2,128.0,42.0
01_SV,5,141,7100,3,816.0,1089.0
01_SV,5,141,7100,4,1078.0,1274.0
01_SV,5,141,7100,5,864.0,745.0
01_SV,5,141,7100,6,452.0,922.0
01_SV,5,141,7100,7,867.0,351.0
01_SV,5,141,7100,8,1144.0,52.0
01_SV,5,141,7100,9,270.0,1177.0
01_SV,5,142,7150,0,1129.0,295.0
01_SV,5,142,7150,1,1198.0,759.0
01_SV,5,142,7150,2,133.0,32.0
01_SV,5,142,7150,3,816.0,1100.0
01_SV,5,142,7150,4,1083.0,1264.0
01_SV,5,142,7150,5,870.0,754.0
01_SV,5,142,7150,6,454.0,933.0
01_SV,5,142,7150,7,874.0,359.0
01_SV,5,142,7150,8,1134.0,48.0
01_SV,5,142,7150,9,259.0,1174.0
01_SV,5,143,7200,0,1122.0,303.0
01_SV,5,143,7200,1,1208.0,765.0
01_SV,5,143,7200,2,138.0,22.0
01_SV,5,143,7200,3,816.0,1111.0
01_SV,5,143,7200,4,1089.0,1255.0
01_SV,5,143,7200,5,876.0,763.0
01_SV,5,143,7200,6,457.0,944.0
01_SV,5,143,7200,7,881.0,367.0
01_SV,5,143,7200,8,1124.0,44.0
01_SV,5,143,7200,9,248.0,1171.0
01_SV,5,144,7250,0,1115.0,311.0
01_SV,5,144,7250,1,1218.0,770.0
01_SV,5,144,7250,2,138.0,22.0
01_SV,5,144,7250,3,815.0,1122.0
01_SV,5,144,7250,4,1095.0,1246.0
01_SV,5,144,7250,5,882.0,772.0
01_SV,5,144,7250,6,460.0,955.0
01_SV,5,144,7250,7,888.0,375.0
01_SV,5,144,7250,8,1114.0,40.0
01_SV,5,144,7250,9,237.0,1168.0
01_SV,5,145,7300,0,1108.0,319.0
01_SV,5,145,7300,1,1228.0,775.0
01_SV,5,145,7300,2,144.0,31.0
01_SV,5,145,7300,3,814.0,1133.0
01_SV,5,145,7300,4,1101.0,1237.0
01_SV,5,145,7300,5,888.0,781.0
01_SV,5,145,7300,6,463.0,966.0
01_SV,5,145,7300,7,895.0,383.0
01_SV,5,145,7300,8,1104.0,36.0
01_SV,5,145,7300,9,226.0,1166.0
01_SV,5,146,7350,0,1101.0,328.0
01_SV,5,146,7350,1,1238.0,780.0
01_SV,5,146,7350,2,150.0,40.0
01_SV,5,146,7350,3,813.0,1144.0
01_SV,5,146,7350,4,1107.0,1228.0
01_SV,5,146,7350,5,894.0,790.0
01_SV,5,146,7350,6,466.0,976.0
01_SV,5,146,7350,7,902.0,391.0
01_SV,5,146,7350,8,1094.0,32.0
01_SV,5,146,7350,9,215.0,1164.0
01_SV,5,147,7400,0,1094.0,337.0
01_SV,5,147,7400,1,1248.0,785.0
01_SV,5,147,7400,2,156.0,49.0
01_SV,5,147,7400,3,812.0,1155.0
01_SV,5,147,7400,4,1113.0,1219.0
01_SV,5,147,7400,5,900.0,799.0
01_SV,5,147,7400,6,469.0,987.0
01_SV,5,147,7400,7,909.0,399.0
01_SV,5,147,7400,8,1084.0,27.0
01_SV,5,147,7400,9,204.0,1162.0
01_SV,5,148,7450,0,1087.0,345.0
01_SV,5,148,7450,1,1257.0,791.0
01_SV,5,148,7450,2,162.0,58.0
01_SV,5,148,7450,3,811.0,1166.0
01_SV,5,148,7450,4,1119.0,1210.0
01_SV,5,148,7450,5,906.0,808.0
01_SV,5,148,7450,6,472.0,998.0
01_SV,5,148,7450,7,916.0,407.0
01_SV,5,148,7450,8,1074.0,23.0
01_SV,5,148,7450,9,193.0,1160.0
01_SV,5,149,7500,0,1080.0,354.0
01_SV,5,149,7500,1,1266.0,797.0
01_SV,5,149,7500,2,167.0,68.0
01_SV,5,149,7500,3,810.0,1177.0
01_SV,5,149,7500,4,1125.0,1201.0
01_SV,5,149,7500,5,912.0,817.0
01_SV,5,149,7500,6,475.0,1009.0
01_SV,5,149,7500,7,923.0,415.0
01_SV,5,149,7500,8,1074.0,23.0
01_SV,5,149,7500,9,182.0,1158.0
01_SV,5,150,7550,0,1073.0,363.0
01_SV,5,150,7550,1,1276.0,803.0
01_SV,5,150,7550,2,173.0,77.0
01_SV,5,150,7550,3,808.0,1188.0
01_SV,5,150,7550,4,1125.0,1201.0
01_SV,5,150,7550,5,918.0,826.0
01_SV,5,150,7550,6,478.0,1020.0
01_SV,5,150,7550,7,930.0,423.0
01_SV,5,150,7550,8,1064.0,28.0
01_SV,5,150,7550,9,171.0,1156.0
01_SV,5,151,7600,0,1067.0,372.0
01_SV,5,151,7600,1,1276.0,803.0
01_SV,5,151,7600,2,178.0,87.0
01_SV,5,151,7600,3,806.0,1199.0
01_SV,5,151,7600,4,1119.0,1210.0
01_SV,5,151,7600,5,924.0,835.0
01_SV,5,151,7600,6,481.0,1031.0
01_SV,5,151,7600,7,937.0,431.0
01_SV,5,151,7600,8,1054.0,33.0
01_SV,5,151,7600,9,160.0,1154.0
01_SV,5,152,7650,0,1061.0,381.0
01_SV,5,152,7650,1,1267.0,797.0
01_SV,5,152,7650,2,183.0,97.0
01_SV,5,152,7650,3,804.0,1210.0
01_SV,5,152,7650,4,1113.0,1219.0
01_SV,5,152,7650,5,930.0,844.0
01_SV,5,152,7650,6,484.0,1042.0
01_SV,5,152,7650,7,944.0,439.0
01_SV,5,152,7650,8,1044.0,38.0
01_SV,5,152,7650,9,149.0,1152.0
01_SV,5,153,7700,0,1055.0,390.0
01_SV,5,153,7700,1,1258.0,791.0
01_SV,5,153,7700,2,188.0,107.0
01_SV,5,153,7700,3,802.0,1221.0
01_SV,5,153,7700,4,1107.0,1228.0
01_SV,5,153,7700,5,936.0,853.0
01_SV,5,153,7700,6,487.0,1053.0
01_SV,5,153,7700,7,951.0,447.0
01_SV,5,153,7700,8,1034.0,43.0
01_SV,5,153,7700,9,138.0,1150.0
01_SV,5,154,7750,0,1049.0,399.0
01_SV,5,154,7750,1,1249.0,785.0
01_SV,5,154,7750,2,193.0,117.0
01_SV,5,154,7750,3,800.0,1232.0
01_SV,5,154,7750,4,1101.0,1237.0
01_SV,5,154,7750,5,942.0,862.0
01_SV,5,154,7750,6,490.0,1064.0
01_SV,5,154,7750,7,958.0,455.0
01_SV,5,154,7750,8,1024.0,48.0
01_SV,5,154,7750,9,127.0,1148.0
01_SV,5,155,7800,0,1043.0,408.0
01_SV,5,155,7800,1,1240.0,779.0
01_SV,5,155,7800,2,198.0,127.0
01_SV,5,155,7800,3,798.0,1243.0
01_SV,5,155,7800,4,1095.0,1246.0
01_SV,5,155,7800,5,948.0,871.0
01_SV,5,155,7800,6,493.0,1075.0
01_SV,5,155,7800,7,965.0,464.0
01_SV,5,155,7800,8,1014.0,53.0
01_SV,5,155,7800,9,116.0,1146.0
01_SV,5,156,7850,0,1037.0,417.0
01_SV,5,156,7850,1,1230.0,774.0
01_SV,5,156,7850,2,203.0,137.0
01_SV,5,156,7850,3,798.0,1243.0
01_SV,5,156,7850,4,1089.0,1255.0
01_SV,5,156,7850,5,954.0,880.0
01_SV,5,156,7850,6,496.0,1086.0
01_SV,5,156,7850,7,972.0,473.0
01_SV,5,156,7850,8,1004.0,58.0
01_SV,5,156,7850,9,105.0,1144.0
01_SV,5,157,7900,0,1037.0,417.0
01_SV,5,157,7900,1,1220.0,769.0
01_SV,5,157,7900,2,207.0,147.0
01_SV,5,157,7900,3,800.0,1232.0
01_SV,5,157,7900,4,1083.0,1264.0
01_SV,5,157,7900,5,960.0,889.0
01_SV,5,157,7900,6,499.0,1097.0
01_SV,5,157,7900,7,979.0,482.0
01_SV,5,157,7900,8,994.0,63.0
01_SV,5,157,7900,9,94.0,1142.0
01_SV,5,158,7950,0,1043.0,408.0
01_SV,5,158,7950,1,1210.0,764.0
01_SV,5,158,7950,2,211.0,157.0
01_SV,5,158,7950,3,802.0,1221.0
01_SV,5,158,7950,4,1077.0,1273.0
01_SV,5,158,7950,5,966.0,898.0
01_SV,5,158,7950,6,502.0,1108.0
01_SV,5,158,7950,7,986.0,491.0
01_SV,5,158,7950,8,984.0,68.0
01_SV,5,158,7950,9,83.0,1141.0
01_SV,5,159,8000,0,1049.0,399.0
01_SV,5,159,8000,1,1200.0,758.0
01_SV,5,159,8000,2,215.0,167.0
01_SV,5,159,8000,3,804.0,1210.0
01_SV,5,159,8000,4,1071.0,1282.0
01_SV,5,159,8000,5,973.0,907.0
01_SV,5,159,8000,6,504.0,1119.0
01_SV,5,159,8000,7,992.0,500.0
01_SV,5,159,8000,8,974.0,73.0
01_SV,5,159,8000,9,72.0,1139.0
01_SV,5,160,8050,0,1056.0,390.0
01_SV,5,160,8050,1,1190.0,753.0
01_SV,5,160,8050,2,219.0,177.0
01_SV,5,160,8050,3,804.0,1210.0
01_SV,5,160,8050,4,1065.0,1291.0
01_SV,5,160,8050,5,980.0,916.0
01_SV,5,160,8050,6,504.0,1119.0
01_SV,5,160,8050,7,998.0,509.0
01_SV,5,160,8050,8,964.0,78.0
01_SV,5,160,8050,9,61.0,1138.0
01_SV,5,161,8100,0,1063.0,381.0
01_SV,5,161,8100,1,1181.0,747.0
01_SV,5,161,8100,2,223.0,187.0
01_SV,5,161,8100,3,802.0,1221.0
01_SV,5,161,8100,4,1059.0,1300.0
01_SV,5,161,8100,5,987.0,925.0
01_SV,5,161,8100,6,502.0,1108.0
01_SV,5,161,8100,7,1004.0,518.0
01_SV,5,161,8100,8,954.0,83.0
01_SV,5,161,8100,9,50.0,1137.0
01_SV,5,162,8150,0,1070.0,372.0
01_SV,5,162,8150,1,1172.0,741.0
01_SV,5,162,8150,2,227.0,197.0
01_SV,5,162,8150,3,800.0,1232.0
01_SV,5,162,8150,4,1053.0,1309.0
01_SV,5,162,8150,5,994.0,934.0
01_SV,5,162,8150,6,500.0,1097.0
01_SV,5,162,8150,7,1010.0,527.0
01_SV,5,162,8150,8,944.0,88.0
01_SV,5,162,8150,9,39.0,1136.0
01_SV,5,163,8200,0,1076.0,363.0
01_SV,5,163,8200,1,1163.0,735.0
01_SV,5,163,8200,2,231.0,207.0
01_SV,5,163,8200,3,797.0,1243.0
01_SV,5,163,8200,4,1047.0,1319.0
01_SV,5,163,8200,5,1001.0,943.0
01_SV,5,163,8200,6,498.0,1086.0
01_SV,5,163,8200,7,1016.0,536.0
01_SV,5,163,8200,8,934.0,93.0
01_SV,5,163,8200,9,28.0,1134.0
01_SV,5,164,8250,0,1082.0,354.0
01_SV,5,164,8250,1,1163.0,735.0
01_SV,5,164,8250,2,235.0,217.0
01_SV,5,164,8250,3,794.0,1254.0
01_SV,5,164,8250,4,1042.0,1329.0
01_SV,5,164,8250,5,1001.0,943.0
01_SV,5,164,8250,6,496.0,1075.0
01_SV,5,164,8250,7,1022.0,545.0
01_SV,5,164,8250,8,924.0,98.0
01_SV,5,164,8250,9,28.0,1134.0
01_SV,5,165,8300,0,1082.0,354.0
01_SV,5,165,8300,1,1172.0,741.0
01_SV,5,165,8300,2,239.0,227.0
01_SV,5,165,8300,3,791.0,1265.0
01_SV,5,165,8300,4,1037.0,1339.0
01_SV,5,165,8300,5,995.0,934.0
01_SV,5,165,8300,6,494.0,1064.0
01_SV,5,165,8300,7,1028.0,554.0
01_SV,5,165,8300,8,914.0,103.0
01_SV,5,165,8300,9,39.0,1133.0
01_SV,5,166,8350,0,1076.0,363.0
01_SV,5,166,8350,1,1181.0,747.0
01_SV,5,166,8350,2,242.0,237.0
01_SV,5,166,8350,3,788.0,1276.0
01_SV,5,166,8350,4,1037.0,1339.0
01_SV,5,166,8350,5,989.0,925.0
01_SV,5,166,8350,6,492.0,1053.0
01_SV,5,166,8350,7,1034.0,563.0
01_SV,5,166,8350,8,904.0,108.0
01_SV,5,166,8350,9,50.0,1132.0
01_SV,5,167,8400,0,1070.0,372.0
01_SV,5,167,8400,1,1190.0,753.0
01_SV,5,167,8400,2,246.0,247.0
01_SV,5,167,8400,3,785.0,1286.0
01_SV,5,167,8400,4,1037.0,1339.0
01_SV,5,167,8400,5,983.0,916.0
01_SV,5,167,8400,6,490.0,1042.0
01_SV,5,167,8400,7,1040.0,572.0
01_SV,5,167,8400,8,895.0,114.0
01_SV,5,167,8400,9,61.0,1131.0
01_SV,5,168,8450,0,1064.0,381.0
01_SV,5,168,8450,1,1199.0,759.0
01_SV,5,168,8450,2,250.0,257.0
01_SV,5,168,8450,3,785.0,1286.0
01_SV,5,168,8450,4,1037.0,1339.0
01_SV,5,168,8450,5,977.0,907.0
01_SV,5,168,8450,6,488.0,1031.0
01_SV,5,168,8450,7,1046.0,581.0
01_SV,5,168,8450,8,885.0,120.0
01_SV,5,168,8450,9,72.0,1130.0
01_SV,5,169,8500,0,1058.0,391.0
01_SV,5,169,8500,1,1208.0,766.0
01_SV,5,169,8500,2,254.0,267.0
01_SV,5,169,8500,3,788.0,1275.0
01_SV,5,169,8500,4,1042.0,1329.0
01_SV,5,169,8500,5,971.0,898.0
01_SV,5,169,8500,6,486.0,1020.0
01_SV,5,169,8500,7,1052.0,590.0
01_SV,5,169,8500,8,876.0,126.0
01_SV,5,169,8500,9,83.0,1128.0
01_SV,5,170,8550,0,1053.0,401.0
01_SV,5,170,8550,1,1217.0,772.0
01_SV,5,170,8550,2,258.0,277.0
01_SV,5,170,8550,3,791.0,1265.0
01_SV,5,170,8550,4,1047.0,1319.0
01_SV,5,170,8550,5,965.0,889.0
01_SV,5,170,8550,6,484.0,1009.0
01_SV,5,170,8550,7,1058.0,599.0
01_SV,5,170,8550,8,867.0,132.0
01_SV,5,170,8550,9,94.0,1127.0
